STOCK_CODE,STOCK,PO,Final_Quota_Allocation,Quota_change_in_week,Quota_change_in_year,Current_Quota_allocation,Total_landings_by_UK_vessels,Landings_pc_of_Quota,Amount_Left
ALF/3X14-,Alfonsinos,UK TOTAL,5,0,0,5,0,0.00%,5
ANF/*2AC4C,Flex (report landings from NS to WS),10m and under England,0.5264,0,0,0.5,0,0.00%,0.5
ANF/*2AC4C,Flex (report landings from NS to WS),10m and under Leased,0,0,0,0,0,0.00%,0
ANF/*2AC4C,Flex (report landings from NS to WS),10m and under Northern Ireland,0.6,0,0,0.6,0,0.00%,0.6
ANF/*2AC4C,Flex (report landings from NS to WS),10m and under Scotland,0.32,0,0,0.3,0,0.00%,0.3
ANF/*2AC4C,Flex (report landings from NS to WS),10m and under Wales,0.0666,0,0,0.1,0,0.00%,0.1
ANF/*2AC4C,Flex (report landings from NS to WS),Aberdeen,86.8598,0,0,86.9,0,0.00%,86.9
ANF/*2AC4C,Flex (report landings from NS to WS),Anglo Scottish,27.2192,0,-12.6,14.6,0,0.00%,14.6
ANF/*2AC4C,Flex (report landings from NS to WS),ANIFPO,13.2358,0,0,13.2,0,0.00%,13.2
ANF/*2AC4C,Flex (report landings from NS to WS),Cornish,33.232,0,0,33.2,0,0.00%,33.2
ANF/*2AC4C,Flex (report landings from NS to WS),EEFPO,109.3078,0,0,109.3,0,0.00%,109.3
ANF/*2AC4C,Flex (report landings from NS to WS),Fife,1.1592,0,0,1.2,0,0.00%,1.2
ANF/*2AC4C,Flex (report landings from NS to WS),FPO,5.6182,0,0,5.6,0,0.00%,5.6
ANF/*2AC4C,Flex (report landings from NS to WS),Humberside FPO,0.1644,0,0,0.2,0,0.00%,0.2
ANF/*2AC4C,Flex (report landings from NS to WS),Interfish,0.274,0,0,0.3,0,0.00%,0.3
ANF/*2AC4C,Flex (report landings from NS to WS),Isle of Man,0.4934,0,0,0.5,0,0.00%,0.5
ANF/*2AC4C,Flex (report landings from NS to WS),Klondyke,0.26,0,0,0.3,0,0.00%,0.3
ANF/*2AC4C,Flex (report landings from NS to WS),Lunar,9.18,0,12.6,21.8,0,0.00%,21.8
ANF/*2AC4C,Flex (report landings from NS to WS),NESFO,17.88,0,0,17.9,0,0.00%,17.9
ANF/*2AC4C,Flex (report landings from NS to WS),NIFPO,35.2264,0,0,35.2,0,0.00%,35.2
ANF/*2AC4C,Flex (report landings from NS to WS),Non Sector England,3.7342,0,0,3.7,0,0.00%,3.7
ANF/*2AC4C,Flex (report landings from NS to WS),Non Sector Leased,0,0,0,0,0,0.00%,0
ANF/*2AC4C,Flex (report landings from NS to WS),Non Sector Northern Ireland,0.06,0,0,0.1,0,0.00%,0.1
ANF/*2AC4C,Flex (report landings from NS to WS),Non Sector Scotland,0.2,0,0,0.2,0,0.00%,0.2
ANF/*2AC4C,Flex (report landings from NS to WS),Non Sector Wales,0,0,0,0,0,0.00%,0
ANF/*2AC4C,Flex (report landings from NS to WS),North Sea,1.454,0,0,1.5,0,0.00%,1.5
ANF/*2AC4C,Flex (report landings from NS to WS),Northern,1.5,0,0,1.5,0,0.00%,1.5
ANF/*2AC4C,Flex (report landings from NS to WS),Orkney,2.46,0,0,2.5,0,0.00%,2.5
ANF/*2AC4C,Flex (report landings from NS to WS),SFO,514.6458,0,0,514.6,0,0.00%,514.6
ANF/*2AC4C,Flex (report landings from NS to WS),Shetland,71.5,0,0,71.5,0,0.00%,71.5
ANF/*2AC4C,Flex (report landings from NS to WS),South West,0.9526,0,0,1,0,0.00%,1
ANF/*2AC4C,Flex (report landings from NS to WS),UK Unallocated,0,0,0,0,0,0.00%,0
ANF/*2AC4C,Flex (report landings from NS to WS),English Unallocated,0,0,0,0,0,0.00%,0
ANF/*2AC4C,Flex (report landings from NS to WS),Northern Irish Unallocated,0,0,0,0,0,0.00%,0
ANF/*2AC4C,Flex (report landings from NS to WS),Scottish Unallocated,6.9,0,0,6.9,0,0.00%,6.9
ANF/*2AC4C,Flex (report landings from NS to WS),Welsh Unallocated,0,0,0,0,0,0.00%,0
ANF/*2AC4C,Flex (report landings from NS to WS),Wales & WC,22.9116,0,0,22.9,0,0.00%,22.9
ANF/*2AC4C,Flex (report landings from NS to WS),West Scotland,12.6148,0,0,12.6,0,0.00%,12.6
ANF/*2AC4C,Flex (report landings from NS to WS),Western PO,7.6516,0,0,7.7,0,0.00%,7.7
ANF/*2AC4C,Flex (report landings from NS to WS),UK TOTAL,988.2078,0,0,988.2,0,0.00%,988.2
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),10m and under England,10.2483,0,0,10.2,0,0.00%,10.2
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),10m and under Leased,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),10m and under Northern Ireland,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),10m and under Scotland,3,0,0,3,0,0.00%,3
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),10m and under Wales,0.0119,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Aberdeen,137.6204,0,0,137.6,0,0.00%,137.6
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Anglo Scottish,31.8104,0,0,31.8,0,0.00%,31.8
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),ANIFPO,6.078,0,0,6.1,0,0.00%,6.1
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Cornish,54.5921,0,0,54.6,0,0.00%,54.6
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),EEFPO,165.3382,0,0,165.3,0,0.00%,165.3
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Fife,14.4006,0,0,14.4,0,0.00%,14.4
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),FPO,2.1615,0,0,2.2,0,0.00%,2.2
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Humberside FPO,8.8753,0,-6.5,2.4,0,0.00%,2.4
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Interfish,4.7905,0,0,4.8,0,0.00%,4.8
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Isle of Man,0.1323,0,0,0.1,0,0.00%,0.1
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Klondyke,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Lunar,41.16,0,0,41.2,0,0.00%,41.2
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),NESFO,104.8,0,0,104.8,0,0.00%,104.8
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),NIFPO,22.1762,0,0,22.2,0,0.00%,22.2
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Non Sector England,2.2899,0,0,2.3,0,0.00%,2.3
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Non Sector Leased,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Non Sector Scotland,0.16,0,0,0.2,0,0.00%,0.2
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Non Sector Wales,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),North Sea,13.7323,0,0,13.7,0,0.00%,13.7
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Northern,16.1,0,6.5,22.6,0,0.00%,22.6
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Orkney,9.01,0,0,9,0,0.00%,9
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),SFO,657.34,0,0,657.3,0,0.00%,657.3
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Shetland,409.0835,0,0,409.1,0,0.00%,409.1
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),South West,1.4405,0,0,1.4,0,0.00%,1.4
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),UK Unallocated,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),English Unallocated,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Northern Irish Unallocated,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Scottish Unallocated,4.02,0,0,4,0,0.00%,4
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Welsh Unallocated,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Wales & WC,0,0,0,0,0,0.00%,0
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),West Scotland,12.975,0,0,13,0,0.00%,13
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),Western PO,23.2596,0,0,23.3,0,0.00%,23.3
ANF/*56-14,Flex (report landings from 6a (S of 58˚) to NS),UK TOTAL,1756.6065,0,0,1756.6,0,0.00%,1756.6
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),10m and under England,30.7449,0,0,30.7,0,0.00%,30.7
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),10m and under Leased,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),10m and under Northern Ireland,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),10m and under Scotland,9,0,0,9,0,0.00%,9
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),10m and under Wales,0.0357,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Aberdeen,412.8612,0,0,412.9,0,0.00%,412.9
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Anglo Scottish,95.4312,0,0,95.4,0,0.00%,95.4
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),ANIFPO,18.234,0,0,18.2,0,0.00%,18.2
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Cornish,163.7763,0,0,163.8,0,0.00%,163.8
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),EEFPO,496.0146,0,0,496,0,0.00%,496
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Fife,43.2018,0,0,43.2,0,0.00%,43.2
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),FPO,6.4845,0,0,6.5,0,0.00%,6.5
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Humberside FPO,26.6259,0,0,26.6,0,0.00%,26.6
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Interfish,14.3715,0,0,14.4,0,0.00%,14.4
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Isle of Man,0.3969,0,0,0.4,0,0.00%,0.4
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Klondyke,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Lunar,123.48,0,0,123.5,0,0.00%,123.5
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),NESFO,314.4,0,0,314.4,0,0.00%,314.4
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),NIFPO,66.5286,0,0,66.5,0,0.00%,66.5
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Non Sector England,6.8697,0,0,6.9,0,0.00%,6.9
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Non Sector Leased,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Non Sector Scotland,0.48,0,0,0.5,0,0.00%,0.5
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Non Sector Wales,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),North Sea,41.1969,0,0,41.2,0,0.00%,41.2
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Northern,48.3,0,0,48.3,0,0.00%,48.3
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Orkney,27.03,0,0,27,0,0.00%,27
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),SFO,1972.02,0,0,1972,0,0.00%,1972
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Shetland,1227.2505,0,0,1227.3,0,0.00%,1227.3
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),South West,4.3215,0,0,4.3,0,0.00%,4.3
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),UK Unallocated,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),English Unallocated,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Northern Irish Unallocated,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Scottish Unallocated,12.06,0,0,12.1,0,0.00%,12.1
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Welsh Unallocated,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Wales & WC,0,0,0,0,0,0.00%,0
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),West Scotland,38.925,0,0,38.9,0,0.00%,38.9
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),Western PO,69.7788,0,0,69.8,0,0.00%,69.8
ANF/*6AN58,Flex (report landings from 6a (N of 58˚) to NS),UK TOTAL,5269.8195,0,0,5269.8,0,0.00%,5269.8
ANF/2AC4-C,North Sea Anglerfish,10m and under England,103.585,0,7.2,110.8,3.3,3.00%,107.5
ANF/2AC4-C,North Sea Anglerfish,10m and under Leased,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,10m and under Northern Ireland,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,10m and under Scotland,30.303,0,0,30.3,2.1,6.80%,28.2
ANF/2AC4-C,North Sea Anglerfish,10m and under Wales,0.119,0,0,0.1,0,0.00%,0.1
ANF/2AC4-C,North Sea Anglerfish,Aberdeen,1467.909,0,633.8,2101.7,488.6,23.20%,1613.1
ANF/2AC4-C,North Sea Anglerfish,Anglo Scottish,327.788,0,-78.9,248.9,77.9,31.30%,171
ANF/2AC4-C,North Sea Anglerfish,ANIFPO,60.9,0,-47.2,13.7,1.2,8.90%,12.5
ANF/2AC4-C,North Sea Anglerfish,Cornish,546.223,0,-374.5,171.7,3.3,1.90%,168.4
ANF/2AC4-C,North Sea Anglerfish,EEFPO,1685.674,0,-331.6,1354.1,385,28.40%,969.1
ANF/2AC4-C,North Sea Anglerfish,Fife,143.906,0,-14.9,129,34,26.30%,95
ANF/2AC4-C,North Sea Anglerfish,FPO,26.927,0,0,26.9,24.8,92.10%,2.1
ANF/2AC4-C,North Sea Anglerfish,Humberside FPO,88.759,0,-65,23.8,0.1,0.30%,23.7
ANF/2AC4-C,North Sea Anglerfish,Interfish,48.082,0,0,48.1,0,0.10%,48.1
ANF/2AC4-C,North Sea Anglerfish,Isle of Man,1.323,0,-1.3,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,Klondyke,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,Lunar,413.287,0,-10,403.3,10.7,2.70%,392.6
ANF/2AC4-C,North Sea Anglerfish,NESFO,1110.016,0,120.1,1230.1,467.1,38.00%,763
ANF/2AC4-C,North Sea Anglerfish,NIFPO,229.311,0,0.8,230.1,113.6,49.40%,116.5
ANF/2AC4-C,North Sea Anglerfish,Non Sector England,23.139,0,-17.2,5.9,1.7,27.90%,4.3
ANF/2AC4-C,North Sea Anglerfish,Non Sector Leased,0,0,50,50,14.6,29.10%,35.4
ANF/2AC4-C,North Sea Anglerfish,Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,Non Sector Scotland,1.601,0,-0.2,1.4,0,0.00%,1.4
ANF/2AC4-C,North Sea Anglerfish,Non Sector Wales,-0.5,0,0,-0.5,0.2,-30.40%,-0.7
ANF/2AC4-C,North Sea Anglerfish,North Sea,143.148,0,-8.6,134.5,27,20.00%,107.6
ANF/2AC4-C,North Sea Anglerfish,Northern,165.721,0,75.5,241.2,169.7,70.40%,71.5
ANF/2AC4-C,North Sea Anglerfish,Orkney,90.317,0,-86.8,3.5,0,0.00%,3.5
ANF/2AC4-C,North Sea Anglerfish,SFO,6872.853,0,315.3,7188.2,1700.6,23.70%,5487.5
ANF/2AC4-C,North Sea Anglerfish,Shetland,4215.489,0,100.3,4315.8,894.5,20.70%,3421.3
ANF/2AC4-C,North Sea Anglerfish,South West,14.409,0,-1.4,13,1.6,12.30%,11.4
ANF/2AC4-C,North Sea Anglerfish,UK Unallocated,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,English Unallocated,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,Northern Irish Unallocated,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,Scottish Unallocated,40.2,0,-28.1,12.1,0,0.00%,12.1
ANF/2AC4-C,North Sea Anglerfish,Welsh Unallocated,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,Wales & WC,0,0,0,0,0,0.00%,0
ANF/2AC4-C,North Sea Anglerfish,West Scotland,130.321,0,-92.1,38.2,1.5,3.80%,36.8
ANF/2AC4-C,North Sea Anglerfish,Western PO,234.754,0,-180.2,54.6,6.9,12.60%,47.7
ANF/2AC4-C,North Sea Anglerfish,UK TOTAL,18215.564,0,-35,18180.6,4429.8,24.40%,13750.8
ANF/56-14,West Scotland Anglerfish,10m and under England,2.632,0,0.5,3.1,0,0.00%,3.1
ANF/56-14,West Scotland Anglerfish,10m and under Leased,0,0,0,0,0,0.00%,0
ANF/56-14,West Scotland Anglerfish,10m and under Northern Ireland,3,0,0,3,0,0.00%,3
ANF/56-14,West Scotland Anglerfish,10m and under Scotland,1.6,0,0,1.6,0.3,17.70%,1.3
ANF/56-14,West Scotland Anglerfish,10m and under Wales,0.333,0,0,0.3,0,0.00%,0.3
ANF/56-14,West Scotland Anglerfish,Aberdeen,475.783,0,354.8,830.6,528.3,63.60%,302.3
ANF/56-14,West Scotland Anglerfish,Anglo Scottish,138.225,0,-66.5,71.7,23.8,33.20%,47.9
ANF/56-14,West Scotland Anglerfish,ANIFPO,66.27,-4.7,-26.2,40.1,1.8,4.50%,38.3
ANF/56-14,West Scotland Anglerfish,Cornish,166.16,0,-104.6,61.6,0,0.00%,61.6
ANF/56-14,West Scotland Anglerfish,EEFPO,562.866,0,-89.1,473.8,63.5,13.40%,410.2
ANF/56-14,West Scotland Anglerfish,Fife,6.07,0,-0.1,6,0.7,12.30%,5.2
ANF/56-14,West Scotland Anglerfish,FPO,28.091,0,5,33.1,0,0.00%,33.1
ANF/56-14,West Scotland Anglerfish,Humberside FPO,0.822,0,-0.5,0.3,0,0.00%,0.3
ANF/56-14,West Scotland Anglerfish,Interfish,1.37,0,0,1.4,0,0.00%,1.4
ANF/56-14,West Scotland Anglerfish,Isle of Man,2.467,0,-2.4,0.1,0,0.00%,0.1
ANF/56-14,West Scotland Anglerfish,Klondyke,1.3,0,-1.3,0,0,0.00%,0
ANF/56-14,West Scotland Anglerfish,Lunar,45.921,0,63,108.9,0.1,0.00%,108.9
ANF/56-14,West Scotland Anglerfish,NESFO,96.027,0,-18.2,77.8,30.4,39.10%,47.4
ANF/56-14,West Scotland Anglerfish,NIFPO,179.397,0,37.9,217.3,69.2,31.90%,148.1
ANF/56-14,West Scotland Anglerfish,Non Sector England,18.671,0,0,18.7,0,0.00%,18.7
ANF/56-14,West Scotland Anglerfish,Non Sector Leased,0,0,0,0,0,0.00%,0
ANF/56-14,West Scotland Anglerfish,Non Sector Northern Ireland,0.3,0,0,0.3,0,0.00%,0.3
ANF/56-14,West Scotland Anglerfish,Non Sector Scotland,1,0,0,1,0,0.00%,1
ANF/56-14,West Scotland Anglerfish,Non Sector Wales,0,0,0,0,0.1,0.00%,-0.1
ANF/56-14,West Scotland Anglerfish,North Sea,7.27,0,83.9,91.2,0,0.00%,91.2
ANF/56-14,West Scotland Anglerfish,Northern,9.817,0,0,9.8,0,0.00%,9.8
ANF/56-14,West Scotland Anglerfish,Orkney,12.301,0,-0.6,11.7,0.3,2.80%,11.4
ANF/56-14,West Scotland Anglerfish,SFO,2759.349,4.7,89.4,2848.7,1521.4,53.40%,1327.3
ANF/56-14,West Scotland Anglerfish,Shetland,362.938,0,25.1,388,133.6,34.40%,254.5
ANF/56-14,West Scotland Anglerfish,South West,4.763,0,-3.4,1.4,0,0.00%,1.4
ANF/56-14,West Scotland Anglerfish,UK Unallocated,0,0,0,0,0,0.00%,0
ANF/56-14,West Scotland Anglerfish,English Unallocated,0,0,0,0,0,0.00%,0
ANF/56-14,West Scotland Anglerfish,Northern Irish Unallocated,0,0,0,0,0,0.00%,0
ANF/56-14,West Scotland Anglerfish,Scottish Unallocated,34.5,0,-11.6,22.9,0,0.00%,22.9
ANF/56-14,West Scotland Anglerfish,Welsh Unallocated,0,0,0,0,0,0.00%,0
ANF/56-14,West Scotland Anglerfish,Wales & WC,114.558,0,0,114.6,0,0.00%,114.6
ANF/56-14,West Scotland Anglerfish,West Scotland,63.081,0,-0.7,62.4,1.1,1.80%,61.3
ANF/56-14,West Scotland Anglerfish,Western PO,38.258,0,-34.4,3.9,0,0.00%,3.9
ANF/56-14,West Scotland Anglerfish,UK TOTAL,5205.14,0,300,5505.1,2374.8,43.10%,3130.4
ARU/1/2.,Northern Greater Silver Smelt,UK TOTAL,41,0,0,41,0,0.00%,41
ARU/3A4-C,North Sea Greater Silver Smelt,UK TOTAL,21,0,0,21,0,0.00%,21
ARU/567.,Western Greater Silver Smelt,10m and under England,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,10m and under Leased,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,10m and under Northern Ireland,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,10m and under Scotland,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,10m and under Wales,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Aberdeen,2.89,0,0,2.9,0,0.00%,2.9
ARU/567.,Western Greater Silver Smelt,Anglo Scottish,0.113,0,-0.1,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,ANIFPO,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Cornish,0.034,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,EEFPO,8.67,0,0,8.7,0,0.00%,8.7
ARU/567.,Western Greater Silver Smelt,Fife,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,FPO,0.011,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Humberside FPO,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Interfish,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Isle of Man,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Klondyke,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Lunar,186.1,0,0.1,186.2,0,0.00%,186.2
ARU/567.,Western Greater Silver Smelt,NESFO,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,NIFPO,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Non Sector England,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Non Sector Leased,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Non Sector Scotland,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Non Sector Wales,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,North Sea,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Northern,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Orkney,278,0,0,278,0,0.00%,278
ARU/567.,Western Greater Silver Smelt,SFO,27.006,0,0,27,0,0.00%,27
ARU/567.,Western Greater Silver Smelt,Shetland,0.2,0,0,0.2,0,0.00%,0.2
ARU/567.,Western Greater Silver Smelt,South West,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,UK Unallocated,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,English Unallocated,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Northern Irish Unallocated,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Scottish Unallocated,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Welsh Unallocated,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Wales & WC,0.011,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,West Scotland,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,Western PO,0,0,0,0,0,0.00%,0
ARU/567.,Western Greater Silver Smelt,UK TOTAL,503.035,0,0,503,0,0.00%,503
B/L/05B-F.,Ling & Blue Ling - FAROE,10m and under England,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,10m and under Leased,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,10m and under Northern Ireland,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,10m and under Scotland,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,10m and under Wales,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,Aberdeen,0.1,0,0,0.1,0,0.00%,0.1
B/L/05B-F.,Ling & Blue Ling - FAROE,Anglo Scottish,16.869,0,-6.5,10.4,1.5,14.30%,8.9
B/L/05B-F.,Ling & Blue Ling - FAROE,ANIFPO,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,Cornish,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,EEFPO,0.086,0,0,0.1,0,0.00%,0.1
B/L/05B-F.,Ling & Blue Ling - FAROE,Fife,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,FPO,8.64,0,-8.6,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,Humberside FPO,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,Interfish,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,Isle of Man,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,Klondyke,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,Lunar,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,NESFO,0,0,0,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,NIFPO,0.2,0,-0.2,0,0,0.00%,0
B/L/05B-F.,Ling & Blue Ling - FAROE,Non Sector England,0,0,0,0,0,0.00%,0
