STOCK_CODE,STOCK,PO,Final_Quota_Allocation,Quota_change_in_week,Quota_change_in_year,Current_Quota_allocation,Total_landings_by_UK_vessels,Landings_pc_of_Quota,Amount_Left
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),NIFPO,40.6573,0,0,40.7,0,0.00%,40.7
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Non Sector England,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Non Sector Leased,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Non Sector Scotland,1.97,0,0,2,0,0.00%,2
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Non Sector Wales,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),North Sea,21.3255,0,0,21.3,0,0.00%,21.3
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Northern,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Orkney,32.46,0,0,32.5,0,0.00%,32.5
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),SFO,1927.2586,0,0,1927.3,0,0.00%,1927.3
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Shetland,1191.2918,0,0,1191.3,0,0.00%,1191.3
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),South West,1.1611,0,0,1.2,0,0.00%,1.2
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),UK Unallocated,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),English Unallocated,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Northern Irish Unallocated,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Scottish Unallocated,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Welsh Unallocated,0,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Wales & WC,0.0168,0,0,0,0,0.00%,0
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),West Scotland,76.67,0,0,76.7,0,0.00%,76.7
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),Western PO,39.0079,0,0,39,0,0.00%,39
HAD/*6A_N,Flex (report landings from 6a (N of 58˚) to NS),UK TOTAL,6192.792,0,0,6192.8,0,0.00%,6192.8
HAD/2AC4.,North Sea Haddock,10m and under England,355.804,0,-94.3,261.5,3,1.10%,258.5
HAD/2AC4.,North Sea Haddock,10m and under Leased,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,10m and under Northern Ireland,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,10m and under Scotland,12.669,0,30,42.7,9.4,22.00%,33.3
HAD/2AC4.,North Sea Haddock,10m and under Wales,1.76,0,0,1.8,0,0.00%,1.8
HAD/2AC4.,North Sea Haddock,Aberdeen,4893.006,0,-13.3,4879.7,1894.5,38.80%,2985.2
HAD/2AC4.,North Sea Haddock,Anglo Scottish,2143.476,0,-50.9,2092.6,893.8,42.70%,1198.8
HAD/2AC4.,North Sea Haddock,ANIFPO,584.362,0,-216.5,367.9,0,0.00%,367.9
HAD/2AC4.,North Sea Haddock,Cornish,3512.288,0,-1079.1,2433.2,219.4,9.00%,2213.8
HAD/2AC4.,North Sea Haddock,EEFPO,5864.522,0,-679.1,5185.4,1202.3,23.20%,3983.1
HAD/2AC4.,North Sea Haddock,Fife,555.917,0,-56.5,499.4,136.1,27.20%,363.3
HAD/2AC4.,North Sea Haddock,FPO,665.542,0,-10.3,655.2,21.9,3.30%,633.4
HAD/2AC4.,North Sea Haddock,Humberside FPO,132.603,0,0,132.6,56.8,42.80%,75.8
HAD/2AC4.,North Sea Haddock,Interfish,67.623,0,0,67.6,19.2,28.30%,48.5
HAD/2AC4.,North Sea Haddock,Isle of Man,4.705,0,-4.5,0.2,0,0.00%,0.2
HAD/2AC4.,North Sea Haddock,Klondyke,0,0,0,0,108.6,0.00%,-108.6
HAD/2AC4.,North Sea Haddock,Lunar,4640.717,0,-160,4480.7,1391.8,31.10%,3088.9
HAD/2AC4.,North Sea Haddock,NESFO,7924.676,0,175,8099.7,3397.8,41.90%,4701.9
HAD/2AC4.,North Sea Haddock,NIFPO,472.196,0,-74.3,397.9,250.5,63.00%,147.4
HAD/2AC4.,North Sea Haddock,Non Sector England,1.331,0,19.3,20.6,1,4.80%,19.6
HAD/2AC4.,North Sea Haddock,Non Sector Leased,0,0,75,75,5.9,7.80%,69.1
HAD/2AC4.,North Sea Haddock,Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,Non Sector Scotland,19.778,0,-13.8,6,0.3,5.70%,5.6
HAD/2AC4.,North Sea Haddock,Non Sector Wales,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,North Sea,218.957,0,-47.7,171.3,74.8,43.60%,96.5
HAD/2AC4.,North Sea Haddock,Northern,353.561,0,-348.6,5,0,0.00%,5
HAD/2AC4.,North Sea Haddock,Orkney,324.829,0,-273.9,50.9,0,0.00%,50.9
HAD/2AC4.,North Sea Haddock,SFO,21820.063,0,1848.1,23668.2,7757.6,32.80%,15910.6
HAD/2AC4.,North Sea Haddock,Shetland,12396.032,0,124.7,12520.7,2659.7,21.20%,9861
HAD/2AC4.,North Sea Haddock,South West,11.611,0,-11.2,0.4,0,0.00%,0.4
HAD/2AC4.,North Sea Haddock,UK Unallocated,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,English Unallocated,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,Northern Irish Unallocated,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,Scottish Unallocated,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,Welsh Unallocated,0,0,0,0,0,0.00%,0
HAD/2AC4.,North Sea Haddock,Wales & WC,6.273,0,20,26.3,19.1,72.70%,7.2
HAD/2AC4.,North Sea Haddock,West Scotland,767.859,0,-192.7,575.2,12.9,2.20%,562.3
HAD/2AC4.,North Sea Haddock,Western PO,991.661,0,487.6,1479.3,1155.2,78.10%,324
HAD/2AC4.,North Sea Haddock,UK TOTAL,68743.821,0,-547,68196.8,21291.6,31.20%,46905.3
HAD/5BC6A.,West Scotland (6a) Haddock,10m and under England,4.431,0,0,4.4,0,0.60%,4.4
HAD/5BC6A.,West Scotland (6a) Haddock,10m and under Leased,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,10m and under Northern Ireland,1.3,0,0,1.3,0,0.00%,1.3
HAD/5BC6A.,West Scotland (6a) Haddock,10m and under Scotland,8.501,0,15,23.5,0.1,0.30%,23.4
HAD/5BC6A.,West Scotland (6a) Haddock,10m and under Wales,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,Aberdeen,558.989,0,-50,509,158.9,31.20%,350.1
HAD/5BC6A.,West Scotland (6a) Haddock,Anglo Scottish,497.196,0,-241.4,255.8,73.9,28.90%,181.9
HAD/5BC6A.,West Scotland (6a) Haddock,ANIFPO,143.464,-1.7,-1.7,141.8,0.1,0.10%,141.7
HAD/5BC6A.,West Scotland (6a) Haddock,Cornish,425.104,0,-19.2,405.9,0,0.00%,405.9
HAD/5BC6A.,West Scotland (6a) Haddock,EEFPO,399.659,0,11.8,411.5,0.6,0.10%,410.9
HAD/5BC6A.,West Scotland (6a) Haddock,Fife,9.007,0,0,9,0.4,4.20%,8.6
HAD/5BC6A.,West Scotland (6a) Haddock,FPO,72.619,0,0,72.6,0,0.00%,72.6
HAD/5BC6A.,West Scotland (6a) Haddock,Humberside FPO,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,Interfish,12.049,0,0,12,0,0.00%,12
HAD/5BC6A.,West Scotland (6a) Haddock,Isle of Man,1.941,0,0,1.9,0,0.00%,1.9
HAD/5BC6A.,West Scotland (6a) Haddock,Klondyke,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,Lunar,395.06,0,238,633.1,0,0.00%,633.1
HAD/5BC6A.,West Scotland (6a) Haddock,NESFO,542.334,0,-43.8,498.5,64.8,13.00%,433.8
HAD/5BC6A.,West Scotland (6a) Haddock,NIFPO,298.168,0,-80.6,217.6,66,30.30%,151.6
HAD/5BC6A.,West Scotland (6a) Haddock,Non Sector England,26.949,0,0,26.9,0,0.00%,26.9
HAD/5BC6A.,West Scotland (6a) Haddock,Non Sector Leased,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,Non Sector Northern Ireland,0.6,0,0,0.6,0,0.00%,0.6
HAD/5BC6A.,West Scotland (6a) Haddock,Non Sector Scotland,1.5,0,-0.2,1.3,0,0.00%,1.3
HAD/5BC6A.,West Scotland (6a) Haddock,Non Sector Wales,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,North Sea,5.877,0,0,5.9,0,0.00%,5.9
HAD/5BC6A.,West Scotland (6a) Haddock,Northern,12.747,0,-12,0.7,0,0.00%,0.7
HAD/5BC6A.,West Scotland (6a) Haddock,Orkney,29.901,0,-19,10.9,1.2,10.70%,9.7
HAD/5BC6A.,West Scotland (6a) Haddock,SFO,5088.873,1.7,110,5198.9,1165.5,22.40%,4033.4
HAD/5BC6A.,West Scotland (6a) Haddock,Shetland,756.859,0,93.1,850,55.8,6.60%,794.1
HAD/5BC6A.,West Scotland (6a) Haddock,South West,0.1,0,0,0.1,0,0.00%,0.1
HAD/5BC6A.,West Scotland (6a) Haddock,UK Unallocated,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,English Unallocated,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,Northern Irish Unallocated,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,Scottish Unallocated,0,0,0,0,0,0.00%,0
HAD/5BC6A.,West Scotland (6a) Haddock,Welsh Unallocated,0.3,0,0,0.3,0,0.00%,0.3
HAD/5BC6A.,West Scotland (6a) Haddock,Wales & WC,27.23,0,0,27.2,5.4,20.00%,21.8
HAD/5BC6A.,West Scotland (6a) Haddock,West Scotland,130.709,0,0,130.7,0.2,0.20%,130.5
HAD/5BC6A.,West Scotland (6a) Haddock,Western PO,123.081,0,0,123.1,0,0.00%,123.1
HAD/5BC6A.,West Scotland (6a) Haddock,UK TOTAL,9574.548,0,0,9574.5,1592.8,16.60%,7981.7
HAD/6B1214,Rockall Haddock,10m and under England,34.567,0,6,40.6,0,0.00%,40.6
HAD/6B1214,Rockall Haddock,10m and under Leased,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,10m and under Northern Ireland,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,10m and under Scotland,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,10m and under Wales,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Aberdeen,671.693,0,-138.7,533,185.6,34.80%,347.4
HAD/6B1214,Rockall Haddock,Anglo Scottish,516.376,0,-34.3,482.1,297.9,61.80%,184.2
HAD/6B1214,Rockall Haddock,ANIFPO,9.486,0,0,9.5,0,0.00%,9.5
HAD/6B1214,Rockall Haddock,Cornish,407.44,0,-183.1,224.3,0,0.00%,224.3
HAD/6B1214,Rockall Haddock,EEFPO,387.788,0,0,387.8,0,0.00%,387.8
HAD/6B1214,Rockall Haddock,Fife,19.936,0,0,19.9,0,0.00%,19.9
HAD/6B1214,Rockall Haddock,FPO,641.428,0,0,641.4,0,0.00%,641.4
HAD/6B1214,Rockall Haddock,Humberside FPO,6.436,0,-6,0.4,0,0.00%,0.4
HAD/6B1214,Rockall Haddock,Interfish,0.169,0,0,0.2,0,0.00%,0.2
HAD/6B1214,Rockall Haddock,Isle of Man,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Klondyke,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Lunar,509.9,0,34,543.9,0,0.00%,543.9
HAD/6B1214,Rockall Haddock,NESFO,753.471,0,-57.6,695.9,110.5,15.90%,585.4
HAD/6B1214,Rockall Haddock,NIFPO,79.614,0,-39,40.6,0,0.00%,40.6
HAD/6B1214,Rockall Haddock,Non Sector England,34.567,0,0,34.6,0,0.00%,34.6
HAD/6B1214,Rockall Haddock,Non Sector Leased,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Non Sector Scotland,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Non Sector Wales,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,North Sea,6.7,0,0,6.7,0,0.00%,6.7
HAD/6B1214,Rockall Haddock,Northern,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Orkney,26.7,0,-26.7,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,SFO,3588.544,0,424.3,4012.8,2480.8,61.80%,1532
HAD/6B1214,Rockall Haddock,Shetland,1262.695,0,22.5,1285.2,111.2,8.70%,1174
HAD/6B1214,Rockall Haddock,South West,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,UK Unallocated,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,English Unallocated,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Northern Irish Unallocated,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Scottish Unallocated,1.4,0,-1.4,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Welsh Unallocated,0,0,0,0,0,0.00%,0
HAD/6B1214,Rockall Haddock,Wales & WC,9.146,0,0,9.1,0,0.00%,9.1
HAD/6B1214,Rockall Haddock,West Scotland,20.7,0,0,20.7,0,0.00%,20.7
HAD/6B1214,Rockall Haddock,Western PO,44.377,0,0,44.4,0,0.00%,44.4
HAD/6B1214,Rockall Haddock,UK TOTAL,9033.133,0,0,9033.1,3186,35.30%,5847.2
HER/*04B.,Flex (report landings from 4b to SNS),10m and under England,316.48,0,0,316.5,0,0.00%,316.5
HER/*04B.,Flex (report landings from 4b to SNS),10m and under Leased,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),10m and under Northern Ireland,0.5,0,0,0.5,0,0.00%,0.5
HER/*04B.,Flex (report landings from 4b to SNS),10m and under Scotland,0.25,0,0,0.3,0,0.00%,0.3
HER/*04B.,Flex (report landings from 4b to SNS),10m and under Wales,0.023,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Aberdeen,0.3,0,0,0.3,0,0.00%,0.3
HER/*04B.,Flex (report landings from 4b to SNS),Anglo Scottish,7.131,0,0,7.1,0,0.00%,7.1
HER/*04B.,Flex (report landings from 4b to SNS),ANIFPO,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Cornish,0.328,0,0,0.3,0,0.00%,0.3
HER/*04B.,Flex (report landings from 4b to SNS),EEFPO,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Fife,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),FPO,16.3935,0,0,16.4,0,0.00%,16.4
HER/*04B.,Flex (report landings from 4b to SNS),Humberside FPO,2149.0435,0,0,2149,0,0.00%,2149
HER/*04B.,Flex (report landings from 4b to SNS),Interfish,45.5465,0,0,45.5,0,0.00%,45.5
HER/*04B.,Flex (report landings from 4b to SNS),Isle of Man,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Klondyke,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Lunar,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),NESFO,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),NIFPO,1.75,0,0,1.8,0,0.00%,1.8
HER/*04B.,Flex (report landings from 4b to SNS),Non Sector England,90.7,0,0,90.7,0,0.00%,90.7
HER/*04B.,Flex (report landings from 4b to SNS),Non Sector Leased,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Non Sector Scotland,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Non Sector Wales,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),North Sea,2.131,0,0,2.1,0,0.00%,2.1
HER/*04B.,Flex (report landings from 4b to SNS),Northern,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Orkney,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),SFO,5.7,0,0,5.7,0,0.00%,5.7
HER/*04B.,Flex (report landings from 4b to SNS),Shetland,0.05,0,0,0.1,0,0.00%,0.1
HER/*04B.,Flex (report landings from 4b to SNS),South West,2.131,0,0,2.1,0,0.00%,2.1
HER/*04B.,Flex (report landings from 4b to SNS),UK Unallocated,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),English Unallocated,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Northern Irish Unallocated,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Scottish Unallocated,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Welsh Unallocated,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),Wales & WC,0,0,0,0,0,0.00%,0
HER/*04B.,Flex (report landings from 4b to SNS),West Scotland,0.5,0,0,0.5,0,0.00%,0.5
HER/*04B.,Flex (report landings from 4b to SNS),Western PO,0.082,0,0,0.1,0,0.00%,0.1
HER/*04B.,Flex (report landings from 4b to SNS),UK TOTAL,2639.0395,0,0,2639,0,0.00%,2639
HER/06ACL.,Clyde Herring,10m and under England,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,10m and under Leased,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,10m and under Northern Ireland,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,10m and under Scotland,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,10m and under Wales,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Aberdeen,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Anglo Scottish,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,ANIFPO,218.3,0,0,218.3,0,0.00%,218.3
HER/06ACL.,Clyde Herring,Cornish,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,EEFPO,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Fife,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,FPO,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Humberside FPO,38.5,0,0,38.5,0,0.00%,38.5
HER/06ACL.,Clyde Herring,Interfish,38.6,0,0,38.6,0,0.00%,38.6
HER/06ACL.,Clyde Herring,Isle of Man,0.1,0,0,0.1,0,0.00%,0.1
HER/06ACL.,Clyde Herring,Klondyke,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Lunar,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,NESFO,2.6,0,0,2.6,0,0.00%,2.6
HER/06ACL.,Clyde Herring,NIFPO,113.8,0,0,113.8,0,0.00%,113.8
HER/06ACL.,Clyde Herring,Non Sector England,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Non Sector Leased,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Non Sector Scotland,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Non Sector Wales,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,North Sea,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Northern,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Orkney,0.1,0,0,0.1,0,0.00%,0.1
HER/06ACL.,Clyde Herring,SFO,143.8,0,0,143.8,0,0.00%,143.8
HER/06ACL.,Clyde Herring,Shetland,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,South West,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,UK Unallocated,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,English Unallocated,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Northern Irish Unallocated,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Scottish Unallocated,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Welsh Unallocated,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,Wales & WC,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,West Scotland,27.2,0,0,27.2,0,0.00%,27.2
HER/06ACL.,Clyde Herring,Western PO,0,0,0,0,0,0.00%,0
HER/06ACL.,Clyde Herring,UK TOTAL,583,0,0,583,0,0.00%,583
HER/1/2-,Atlanto-Scandian Herring (ASH),10m and under England,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),10m and under Leased,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),10m and under Northern Ireland,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),10m and under Scotland,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),10m and under Wales,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Aberdeen,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Anglo Scottish,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),ANIFPO,142.9,0,-142,0.9,0,0.00%,0.9
HER/1/2-,Atlanto-Scandian Herring (ASH),Cornish,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),EEFPO,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Fife,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),FPO,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Humberside FPO,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Interfish,503.4,0,-502,1.4,0,0.00%,1.4
HER/1/2-,Atlanto-Scandian Herring (ASH),Isle of Man,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Klondyke,2116.835,0,312,2428.8,2483.6,102.30%,-54.8
HER/1/2-,Atlanto-Scandian Herring (ASH),Lunar,395.2,0,0,395.2,0,0.00%,395.2
HER/1/2-,Atlanto-Scandian Herring (ASH),NESFO,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),NIFPO,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Non Sector England,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Non Sector Leased,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Non Sector Scotland,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Non Sector Wales,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),North Sea,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Northern,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Orkney,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),SFO,2252.257,0,-318,1934.3,1781,92.10%,153.2
HER/1/2-,Atlanto-Scandian Herring (ASH),Shetland,3012.796,0,650,3662.8,3246.2,88.60%,416.6
HER/1/2-,Atlanto-Scandian Herring (ASH),South West,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),UK Unallocated,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),English Unallocated,13.6,0,0,13.6,0,0.00%,13.6
HER/1/2-,Atlanto-Scandian Herring (ASH),Northern Irish Unallocated,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Scottish Unallocated,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Welsh Unallocated,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Wales & WC,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),West Scotland,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),Western PO,0,0,0,0,0,0.00%,0
HER/1/2-,Atlanto-Scandian Herring (ASH),UK TOTAL,8436.988,0,0,8437,7510.8,89.00%,926.2
HER/4AB.,North Sea Herring,10m and under England,1436.79,-100,-755,681.8,0.1,0.00%,681.7
HER/4AB.,North Sea Herring,10m and under Leased,0,0,0,0,0,0.00%,0
HER/4AB.,North Sea Herring,10m and under Northern Ireland,0,0,0,0,0,0.00%,0
HER/4AB.,North Sea Herring,10m and under Scotland,0,0,0,0,0,0.00%,0
HER/4AB.,North Sea Herring,10m and under Wales,0,0,0,0,0,0.00%,0
HER/4AB.,North Sea Herring,Aberdeen,0.2,0,0.1,0.3,0,0.00%,0.3
HER/4AB.,North Sea Herring,Anglo Scottish,3.455,0.5,0.4,3.9,4.3,110.50%,-0.4
HER/4AB.,North Sea Herring,ANIFPO,6172.136,0,1030,7202.1,5972,82.90%,1230.2
HER/4AB.,North Sea Herring,Cornish,0,0,0,0,0,0.00%,0
HER/4AB.,North Sea Herring,EEFPO,88.175,100,33.4,121.6,0.5,0.40%,121.1
HER/4AB.,North Sea Herring,Fife,-1.6,0,0,-1.6,0.2,-11.30%,-1.8
HER/4AB.,North Sea Herring,FPO,0.275,0,0,0.3,0,0.00%,0.3
HER/4AB.,North Sea Herring,Humberside FPO,7875.192,0,633,8508.2,1611.5,18.90%,6896.7
HER/4AB.,North Sea Herring,Interfish,6350.659,0,-648.5,5702.2,6178,108.30%,-475.9
HER/4AB.,North Sea Herring,Isle of Man,0,0,0,0,0,0.00%,0
HER/4AB.,North Sea Herring,Klondyke,8111.277,0,0,8111.3,7619.8,93.90%,491.5
HER/4AB.,North Sea Herring,Lunar,6487.8,0,0,6487.8,6728.9,103.70%,-241.1
HER/4AB.,North Sea Herring,NESFO,0.8,0,0,0.8,0,0.00%,0.8
HER/4AB.,North Sea Herring,NIFPO,373.738,0,-340,33.7,0.2,0.70%,33.5
HER/4AB.,North Sea Herring,Non Sector England,0,0,0,0,0,0.00%,0
HER/4AB.,North Sea Herring,Non Sector Leased,0,0,0,0,0,0.00%,0
HER/4AB.,North Sea Herring,Non Sector Northern Ireland,0,0,0,0,0,0.00%,0
